id,name,product,price,date
901,Cirstoforo Hasnip,Wine - Ice Wine,45.61,10/21/2022
902,Emelyne Gwilliams,"Mushrooms - Black, Dried",21.99,10/21/2022
903,Arvy Schuricht,Bread - Hamburger Buns,91.76,10/21/2022
904,Madison Crellim,Bread - Onion Focaccia,25.20,10/21/2022
905,Lyndsay MacEveley,Mace Ground,35.93,10/21/2022
906,Magdaia Michallat,Shrimp - Black Tiger 8 - 12,15.09,10/21/2022
907,Valencia Kidman,Sauce - Hp,37.71,10/21/2022
908,Agnola Grivori,Emulsifier,47.79,10/21/2022
909,Rosco Telezhkin,"Mushroom - Porcini, Dry",90.36,10/21/2022
910,Tristam Errol,Cranberries - Fresh,92.88,10/21/2022
911,Bebe Mountjoy,"Lettuce - Romaine, Heart",20.25,10/21/2022
912,Jolee Barnwall,Oil - Olive Bertolli,71.18,10/21/2022
913,Ingeberg Canny,Ice Cream Bar - Rolo Cone,17.88,10/21/2022
914,Dell Rabley,Dooleys Toffee,52.35,10/21/2022
915,Umeko Elvidge,Tray - 16in Rnd Blk,89.01,10/21/2022
916,Redd Neilson,Chevere Logs,14.27,10/21/2022
917,Georgeanna Cockaday,Muffin Mix - Carrot,36.43,10/21/2022
918,Dulsea Poxton,Wanton Wrap,83.51,10/21/2022
919,Darrell Dorie,"Liqueur Banana, Ramazzotti",59.08,10/21/2022
920,Gaby Lupson,Sausage - Blood Pudding,77.78,10/21/2022
921,Karalee Haysman,Chick Peas - Dried,,10/21/2022
922,Nata Reed,Wine - Gato Negro Cabernet,96.57,10/21/2022
923,Dore Adshad,Tomato Paste,13.36,10/21/2022
924,Freddy Harrold,Pineapple - Regular,69.33,10/21/2022
925,Kane Sawforde,Filter - Coffee,63.95,10/21/2022
926,Nathan Tesoe,Parsley - Fresh,69.07,10/21/2022
927,Vincenty Pariss,Muffin Mix - Carrot,59.44,10/21/2022
928,Dewitt Symper,Apricots Fresh,78.00,10/21/2022
929,Franciska Dowthwaite,Duck - Legs,25.80,10/21/2022
930,Jemimah Gribbins,Evaporated Milk - Skim,84.05,10/21/2022
931,Tallulah Leyman,"Juice - Clamato, 341 Ml",32.79,10/21/2022
932,Elia Gaiter,Wine - Segura Viudas Aria Brut,,10/21/2022
933,Hillyer Gregoire,Capers - Ox Eye Daisy,21.65,10/21/2022
934,Ron Booley,"Shrimp, Dried, Small / Lb",83.68,10/21/2022
935,Francis Bennough,"Wine - Niagara,vqa Reisling",92.35,10/21/2022
936,Dierdre Mattioli,Table Cloth 54x54 White,83.68,10/21/2022
937,Alisun Lunck,Seabream Whole Farmed,74.07,10/21/2022
938,Libbey Fowley,Hot Choc Vending,10.55,10/21/2022
939,Simmonds Werrett,Water - Green Tea Refresher,66.56,10/21/2022
940,Ebonee Orchard,Quinoa,64.25,10/21/2022
941,Fidelio Castelletto,Mousse - Banana Chocolate,67.36,10/21/2022
942,Dimitry Pirt,"Yogurt - Cherry, 175 Gr",,10/21/2022
943,Verney Dencs,Tea - Jasmin Green,20.31,10/21/2022
944,Fayina Woliter,"Bread - Multigrain, Loaf",,10/21/2022
945,Cahra Tott,Ecolab - Balanced Fusion,13.52,10/21/2022
946,Eddy Elphee,Parsley - Fresh,11.17,10/21/2022
947,Mike Emery,Muffin - Bran Ind Wrpd,23.20,10/21/2022
948,Jarvis Whitloe,Appetizer - Crab And Brie,90.52,10/21/2022
949,Jeanelle Levane,Squash - Sunburst,46.13,10/21/2022
950,Zulema Dzenisenka,Turkey - Ground. Lean,76.00,10/21/2022
951,Dion Shakspeare,Puree - Blackcurrant,31.63,10/21/2022
952,Nancy Ramm,"Pork - Loin, Center Cut",,10/21/2022
953,Pat Tewelson,Garbage Bags - Clear,22.03,10/21/2022
954,Bernhard Bradd,"Brownies - Two Bite, Chocolate",64.22,10/21/2022
955,Roxanne Crick,Anchovy Paste - 56 G Tube,57.76,10/21/2022
956,Kamila Taill,Truffle Cups - White Paper,,10/21/2022
957,Westbrooke Quinnet,"Ice - Clear, 300 Lb For Carving",29.17,10/21/2022
958,Sebastien Ruoff,"Veal - Leg, Provimi - 50 Lb Max",91.94,10/21/2022
959,Selina Thoday,Bread - English Muffin,69.06,10/21/2022
960,Allegra Coldbathe,Nougat - Paste / Cream,,10/21/2022
961,Sibylle MacCostye,Dehydrated Kelp Kombo,37.47,10/21/2022
962,Eulalie Starkie,Cleaner - Comet,78.44,10/21/2022
963,Micky Blackham,Veal - Ground,17.27,10/21/2022
964,Pierce Blazic,Beer - Muskoka Cream Ale,84.53,10/21/2022
965,Siusan Aylmore,"Soup - Knorr, Classic Can. Chili",,10/21/2022
966,Cara Barten,Bread - 10 Grain,26.43,10/21/2022
967,Storm Eadon,Soup - Campbells - Tomato,78.10,10/21/2022
968,Antonin Carek,Scallops - U - 10,74.05,10/21/2022
969,Feodor Praten,"Water - Mineral, Natural",25.57,10/21/2022
970,Luce Muslim,Pumpkin - Seed,32.79,10/21/2022
971,Sharona Drinkhill,Muffin Batt - Ban Dream Zero,92.58,10/21/2022
972,Gwenny Packer,Wine - Malbec Trapiche Reserve,60.43,10/21/2022
973,Angelica Urvoy,Asparagus - Frozen,81.95,10/21/2022
974,Daniella Thurstan,Cheese - Taleggio D.o.p.,,10/21/2022
975,Hyacintha Zecchini,"Pork - Bacon, Sliced",,10/21/2022
976,Helge Goeff,"Doilies - 10, Paper",55.68,10/21/2022
977,Channa Torrent,Bar Special K,96.10,10/21/2022
978,Cecilia Nalder,Island Oasis - Ice Cream Mix,68.73,10/21/2022
979,Hyacinthia Tinsey,"Sprite, Diet - 355ml",76.21,10/21/2022
980,Meredithe Spehr,Cumin - Whole,29.74,10/21/2022
981,Ethan Casolla,Oven Mitts - 15 Inch,45.30,10/21/2022
982,Perice Greenmon,"Crush - Grape, 355 Ml",18.68,10/21/2022
983,Arlen Guntrip,Ice Cream Bar - Hagen Daz,53.27,10/21/2022
984,Nellie Jendrusch,Chicken - Livers,27.27,10/21/2022
985,Bay Perry,Nutmeg - Ground,47.22,10/21/2022
986,Niccolo Youll,Calvados - Boulard,74.01,10/21/2022
987,Regan Beric,"Doilies - 5, Paper",88.00,10/21/2022
988,Vasily Gundry,"Pepper - White, Ground",54.36,10/21/2022
989,Howie Epp,"Pasta - Lasagne, Fresh",35.49,10/21/2022
990,Valera Seman,Pepper - Cayenne,41.31,10/21/2022
991,Patsy Todarini,Zucchini - Yellow,97.61,10/21/2022
992,Iain Milliken,"Cup - 6oz, Foam",81.80,10/21/2022
993,Allistir Zeale,Ice Cream Bar - Rolo Cone,11.68,10/21/2022
994,Vinson Severn,Pork - Smoked Back Bacon,59.69,10/21/2022
995,Rhys Ritmeier,Dill Weed - Fresh,86.54,10/21/2022
996,Anna-diana Krystof,"Pepper - White, Whole",59.68,10/21/2022
997,Mariel Candwell,Corn Meal,32.84,10/21/2022
998,Jervis Isabell,Cheese - Cheddar With Claret,,10/21/2022
999,Elsi Tookill,Appetizer - Asian Shrimp Roll,94.96,10/21/2022
1000,Morgan Lagden,"Lentils - Green, Dry",,10/21/2022
