id,name,product,price,date
396,Dion Spadotto,Bread Country Roll,12.76,10/20/2022
397,Teddie Garraway,"Pasta - Spaghetti, Dry",29.02,10/20/2022
398,Jo ann Limpricht,Garlic Powder,44.68,10/20/2022
399,Isidro Downton,Cake - Cake Sheet Macaroon,81.79,10/20/2022
400,Riordan Bawcock,Bread Fig And Almond,66.37,10/20/2022
401,Lorene McComiskie,Vinegar - Cider,57.09,10/20/2022
402,Slade Brimble,Browning Caramel Glace,86.36,10/20/2022
403,Wake Philbin,Wine - Magnotta - Belpaese,97.95,10/20/2022
404,Wilfred Botright,Cheese - Blue,90.35,10/20/2022
405,Merrick Breeds,Dried Apple,41.80,10/20/2022
406,Bertram Inkles,Greens Mustard,34.88,10/20/2022
407,Jeffrey Costigan,"C - Plus, Orange",45.05,10/20/2022
408,Dill Jenken,Muffin Orange Individual,10.48,10/20/2022
409,Tori Ironside,"Potatoes - Instant, Mashed",53.05,10/20/2022
410,Vallie Cromblehome,Soup Knorr Chili With Beans,92.36,10/20/2022
411,Lilias Leads,Pepper - Gypsy Pepper,43.08,10/20/2022
412,Matty Caraher,Cake - Cheese Cake 9 Inch,51.55,10/20/2022
413,Gretta Rosenauer,Celery,82.25,10/20/2022
414,Eadie Denys,Appetizer - Sausage Rolls,60.59,10/20/2022
415,Luce Pedrol,Water - Evian 355 Ml,90.63,10/20/2022
416,Sergeant Greensides,Cocoa Powder - Natural,91.65,10/20/2022
417,Marybeth Masse,Appetizer - Shrimp Puff,56.74,10/20/2022
418,Constantino Abrahmovici,Chevril,76.81,10/20/2022
419,Chick Gunther,"Tart Shells - Savory, 4",71.99,10/20/2022
420,Giulietta Ricco,Chickhen - Chicken Phyllo,77.52,10/20/2022
421,Rodger McBayne,Sloe Gin - Mcguinness,84.71,10/20/2022
422,Abran MacSkeagan,Lobak,16.54,10/20/2022
423,Bamby Dockerty,Coffee - Cafe Moreno,52.38,10/20/2022
424,Winifield Wybrew,Wasabi Paste,92.90,10/20/2022
425,Jacynth Davidi,Taro Leaves,32.44,10/20/2022
426,Yelena Cristoforo,Water - Green Tea Refresher,39.99,10/20/2022
427,Chanda Cherrison,Rappini - Andy Boy,16.50,10/20/2022
428,Chicky Toombs,Spice - Montreal Steak Spice,73.84,10/20/2022
429,Enrico Siemon,Beef - Sushi Flat Iron Steak,19.20,10/20/2022
430,Shandra Overstreet,Carrots - Mini Red Organic,87.39,10/20/2022
431,Marwin Zavattero,Flavouring - Raspberry,22.17,10/20/2022
432,Jessalyn Dabinett,Chip - Potato Dill Pickle,58.04,10/20/2022
433,Quentin Wyldes,Wine - Cousino Macul Antiguas,87.63,10/20/2022
434,Wald Kose,Crackers - Water,69.67,10/20/2022
435,Karlie Fenelow,Coffee Swiss Choc Almond,50.52,10/20/2022
436,Danika Portchmouth,Milk 2% 500 Ml,78.13,10/20/2022
437,Jamie Spritt,Aspic - Clear,28.14,10/20/2022
438,Roderigo Matuszyk,Oven Mitts 17 Inch,63.24,10/20/2022
439,Ulrike Olander,Brandy Apricot,85.28,10/20/2022
440,Kristoforo Scase,Sunflower Seed Raw,39.62,10/20/2022
441,Isabelle Drinnan,Veal - Slab Bacon,27.52,10/20/2022
442,Abdul Attenborrow,"Beef - Tongue, Fresh",44.72,10/20/2022
443,Ly O'Corrane,Tuna - Loin,47.93,10/20/2022
444,Rustin Pullinger,"Pasta - Fett Alfredo, Single Serve",44.95,10/20/2022
445,Korney Tabourin,Glass - Juice Clear 5oz 55005,69.52,10/20/2022
446,Caritta Elwood,Currants,34.98,10/20/2022
447,Lynne Mudd,Muffin Mix - Oatmeal,76.37,10/20/2022
448,Mirelle Gheorghie,"Spoon - Soup, Plastic",70.44,10/20/2022
449,Weber Cahey,Muskox - French Rack,29.95,10/20/2022
450,Salvatore Noice,Ecolab Crystal Fusion,82.52,10/20/2022
451,Cori Durtnel,Juice - Apple Cider,55.94,10/20/2022
452,Stormie Reap,Oneshot Automatic Soap System,89.07,10/20/2022
453,Aggie Deyenhardt,Bread - Multigrain Oval,80.81,10/20/2022
454,Gail Hover,"Wine - Red, Marechal Foch",29.66,10/20/2022
455,Roberto Dabes,Beans - Butter Lrg Lima,18.11,10/20/2022
456,Mignon Suddaby,Maple Syrup,35.00,10/20/2022
457,Brandie Paniman,"Beans - Turtle, Black, Dry",57.34,10/20/2022
458,Emmy McFayden,Soup - Campbells Bean Medley,56.68,10/20/2022
459,Evy Farrants,Wine - Zonnebloem Pinotage,84.03,10/20/2022
460,Ethelbert Twine,"Split Peas - Yellow, Dry",98.07,10/20/2022
461,Christa Allcroft,Tandoori Curry Paste,62.49,10/20/2022
462,Danyelle Anderer,"Pork - Back, Long Cut, Boneless",14.42,10/20/2022
463,Blondy Stoop,Cheese - Stilton,72.86,10/20/2022
464,Lauren Fripp,Persimmons,42.47,10/20/2022
465,Bat Spenley,Wine - Cotes Du Rhone,21.43,10/20/2022
466,Norean Ryding,Cotton Wet Mop 16 Oz,15.16,10/20/2022
467,Karlotte McGrory,Wine - Magnotta - Cab Franc,75.91,10/20/2022
468,Allsun Orwin,Cheese - Parmesan Grated,52.78,10/20/2022
469,Dore Robertazzi,The Pop Shoppe Pinapple,45.31,10/20/2022
470,Brit Scotson,Wine - Cotes Du Rhone,52.34,10/20/2022
471,Neila Hourihan,"Mustard - Dry, Powder",92.27,10/20/2022
472,Giorgio Bisterfeld,Puree - Raspberry,54.07,10/20/2022
473,Candy Bonner,Sugar - Invert,86.74,10/20/2022
474,Horton Peyzer,Pecan Raisin - Tarts,66.38,10/20/2022
475,Ulrick Chidlow,Miso Paste White,86.97,10/20/2022
476,Luciano Tenniswood,"Juice - Apple, 500 Ml",76.32,10/20/2022
477,Margarita McKevin,Cheese - Le Cheve Noir,61.39,10/20/2022
478,Trever Fulks,Ecolab Crystal Fusion,45.49,10/20/2022
479,Kelby Fritschmann,Mustard - Individual Pkg,43.62,10/20/2022
480,Fallon Galpin,"Trout - Rainbow, Frozen",98.05,10/20/2022
481,Rabi Austick,"Turkey - Breast, Smoked",53.06,10/20/2022
482,Trip Shanley,Table Cloth 62x120 Colour,74.63,10/20/2022
483,Cale Heinle,Tuna - Yellowfin,64.78,10/20/2022
484,Ximenez McGeffen,Mortadella,40.50,10/20/2022
485,Nance Siggin,"Wine - White, Pinot Grigio",38.89,10/20/2022
486,Eirena Guyonneau,Carrots - Mini Red Organic,55.07,10/20/2022
487,Tim Hellier,Wine - Chablis J Moreau Et Fils,92.90,10/20/2022
488,Olav Stainton,Water Chestnut - Canned,93.53,10/20/2022
489,Irvine Pizer,Heavy Duty Dust Pan,29.57,10/20/2022
490,Klemens Alelsandrowicz,"Veal - Leg, Provimi - 50 Lb Max",65.25,10/20/2022
491,Solly Gorvette,"Cheese - Mozzarella, Buffalo",52.56,10/20/2022
492,Benedikta Khalid,Bay Leaf Ground,79.94,10/20/2022
493,Oby Losty,Red Currant Jelly,30.35,10/20/2022
494,Billi McSherry,Chinese Foods - Plain Fried Rice,40.66,10/20/2022
495,Cecilio Reace,Chocolate Eclairs,37.29,10/20/2022
496,Winny McGlone,Pasta - Fusili Tri - Coloured,67.78,10/20/2022
497,Hadleigh Ellinor,Oats Large Flake,58.19,10/20/2022
498,Kimberlee Hancill,"Soup - Knorr, Country Bean",81.64,10/20/2022
499,Anet Scaife,Soup - French Onion,98.51,10/20/2022
500,Bary Reap,Soup - Tomato Mush. Florentine,92.64,10/20/2022
